flight_id,airline,flight_number,origin_airport,destination_airport,origin_city,destination_city,departure_time,arrival_time,departure_delay,arrival_delay,distance,aircraft_type,passenger_count,ticket_price,fuel_cost,crew_cost,operational_cost,date,region
135376,American Airlines,AM2555,JFK,LAX,New York,Los Angeles,12/20/2023 7:17,12/20/2023 14:38,17,20,8979,Boeing 777,269,634.28,36397.6,4996.83,51039.02,12/20/2023,North America
135377,Southwest Airlines,SO3787,ORD,CDG,Chicago,Paris,8/20/2024 9:46,8/20/2024 19:12,0,16,9106,Boeing 787,187,450.7,25788.72,3102.18,39615.42,8/20/2024,North America
135378,Emirates,EM4024,DXB,DEL,Dubai,Delhi,3/9/2023 6:38,3/9/2023 19:11,0,0,10471,Boeing 787,126,778.35,28308.61,4541.48,47397.74,3/9/2023,Middle East
135379,Lufthansa,LU7566,BLR,LAX,Bangalore,Los Angeles,1/8/2024 21:52,1/9/2024 4:02,48,0,10432,Airbus A321,165,419.59,39977.81,7063.17,51083.16,1/8/2024,Asia
135380,United Airlines,UN3142,ORD,LAX,Chicago,Los Angeles,2/7/2023 20:46,2/8/2023 6:26,0,0,2567,Boeing 777,239,995.19,10442.27,5078.34,29320.68,2/7/2023,North America
135381,Qatar Airways,QA9956,DEL,ORD,Delhi,Chicago,4/22/2023 22:57,4/23/2023 10:10,4,24,11895,Boeing 737 MAX,231,640.38,38583.93,2168.19,51232.9,4/22/2023,Asia
135382,Lufthansa,LU868,BLR,DOH,Bangalore,Doha,6/16/2024 16:38,6/17/2024 1:41,2,14,9821,Boeing 777,147,393.81,32363.98,4420.6,40117.15,6/16/2024,Asia
135383,United Airlines,UN9142,DXB,JFK,Dubai,New York,11/11/2023 0:26,11/11/2023 12:11,31,0,9629,Airbus A320,88,825.77,38566.28,7520.29,51294.2,11/11/2023,Middle East
135384,Qatar Airways,QA8000,SYD,SIN,Sydney,Singapore,3/29/2024 17:21,3/30/2024 3:37,15,6,11786,Boeing 737 MAX,173,819.58,31879.22,4997.54,45006.98,3/29/2024,Australia
135385,IndiGo,IN589,JFK,LHR,New York,London,12/5/2023 17:01,12/6/2023 0:09,14,9,9197,Boeing 737,175,396.79,23401.96,6882.37,37825.1,12/5/2023,North America
135386,Emirates,EM6102,LAX,LHR,Los Angeles,London,8/28/2024 7:09,8/28/2024 16:50,12,2,11183,Airbus A321,146,441.77,35489.52,3664.39,44299.47,8/28/2024,North America
135387,Emirates,EM5290,LAX,DEL,Los Angeles,Delhi,6/7/2023 1:23,6/7/2023 12:36,10,3,8201,Boeing 787,135,104.3,22664.33,6374.5,37903.43,6/7/2023,North America
135388,United Airlines,UN7125,BLR,DOH,Bangalore,Doha,12/21/2023 16:11,12/22/2023 3:35,56,18,2386,Boeing 737 MAX,188,791.52,7001.26,6519.49,25796.44,12/21/2023,Asia
135389,United Airlines,UN9785,LHR,BLR,London,Bangalore,5/18/2024 13:10,5/19/2024 0:56,10,1,9922,Boeing 737 MAX,256,479.64,37625.55,2598.62,54120.24,5/18/2024,Europe
135390,Lufthansa,LU6858,DEL,ATL,Delhi,Atlanta,9/16/2023 16:12,9/17/2023 2:37,29,0,6264,Boeing 787,178,783.46,24262.52,2604.12,39883.92,9/16/2023,Asia
135391,American Airlines,AM7502,ORD,SYD,Chicago,Sydney,4/2/2023 20:03,4/3/2023 3:31,0,0,4683,Boeing 737,107,884.59,18959.93,7203.26,36431.75,4/2/2023,North America
135392,Qatar Airways,QA8869,LAX,SYD,Los Angeles,Sydney,5/18/2024 15:16,5/19/2024 3:39,35,30,3023,Boeing 787,133,1171.14,10621.27,3139.55,19574.38,5/18/2024,North America
135393,IndiGo,IN6521,CDG,LHR,Paris,London,11/23/2024 4:14,11/23/2024 12:04,13,0,3025,Boeing 737,116,929.51,10805.19,5631.14,30762.68,11/23/2024,Europe
135394,Delta Air Lines,DE7980,ORD,BLR,Chicago,Bangalore,9/4/2023 9:06,9/4/2023 22:45,0,44,6673,Boeing 787,266,920.86,19375.34,7744.61,38795.46,9/4/2023,North America
135395,Lufthansa,LU384,SYD,DXB,Sydney,Dubai,9/27/2024 12:02,9/27/2024 15:32,8,14,11153,Airbus A320,194,565.54,34024.52,2640.14,41481.72,9/27/2024,Australia
135396,Lufthansa,LU6118,ATL,DEL,Atlanta,Delhi,1/26/2023 18:26,1/26/2023 21:29,1,9,1694,Airbus A321,80,260.8,7038.63,2150.88,23737.21,1/26/2023,North America
135397,United Airlines,UN7431,DOH,CDG,Doha,Paris,2/23/2023 7:54,2/23/2023 13:11,17,40,2186,Boeing 787,232,711.18,8600.9,7274.49,21732.79,2/23/2023,Middle East
135398,Emirates,EM3212,ATL,DEL,Atlanta,Delhi,9/12/2024 3:20,9/12/2024 13:20,8,17,3153,Boeing 737,238,373.84,13867.48,2760.26,21842.59,9/12/2024,North America
135399,Emirates,EM272,JFK,CDG,New York,Paris,5/10/2024 18:43,5/11/2024 2:57,2,11,4938,Airbus A320,146,503.02,18510.55,4745.68,32684.37,5/10/2024,North America
135400,Lufthansa,LU2956,ORD,BLR,Chicago,Bangalore,4/5/2023 21:45,4/6/2023 4:38,16,4,4399,Boeing 787,299,1000.17,15012.21,3150.96,27310.89,4/5/2023,North America
135401,United Airlines,UN8538,BLR,DEL,Bangalore,Delhi,9/28/2023 21:18,9/29/2023 4:37,14,0,11773,Airbus A321,112,426.73,29952,7705.36,50870.91,9/28/2023,Asia
135402,Emirates,EM546,SIN,ORD,Singapore,Chicago,5/17/2023 20:59,5/18/2023 4:56,20,9,1292,Boeing 777,128,381.82,3472.93,3036.54,11229.02,5/17/2023,Asia
135403,Qatar Airways,QA8373,ORD,DXB,Chicago,Dubai,11/18/2024 13:44,11/18/2024 14:47,0,5,9828,Airbus A321,170,636.94,38992.28,7012.35,57915.35,11/18/2024,North America
135404,Delta Air Lines,DE1766,SYD,LHR,Sydney,London,11/18/2024 7:53,11/18/2024 9:41,36,6,11824,Airbus A350,201,508.73,37299.45,4615.86,55878.3,11/18/2024,Australia
135405,Delta Air Lines,DE2184,JFK,SYD,New York,Sydney,11/29/2024 8:18,11/29/2024 12:08,18,15,6402,Boeing 737,259,534.91,21929.11,5305.47,33055.63,11/29/2024,North America
135406,IndiGo,IN3353,BLR,DEL,Bangalore,Delhi,7/11/2024 11:55,7/11/2024 17:42,21,0,4294,Airbus A350,163,705.53,18127.96,2697.55,34540.48,7/11/2024,Asia
135407,Lufthansa,LU266,DXB,ATL,Dubai,Atlanta,5/16/2023 23:09,5/17/2023 6:50,0,0,327,Boeing 737 MAX,80,978.23,1125.83,5046.76,18192.64,5/16/2023,Middle East
135408,Lufthansa,LU9838,BLR,ATL,Bangalore,Atlanta,4/19/2023 7:00,4/19/2023 10:17,22,12,2722,Airbus A321,214,676.23,8319.18,2878.89,14319.77,4/19/2023,Asia
135409,Emirates,EM2966,CDG,LHR,Paris,London,4/24/2024 14:41,4/25/2024 4:03,14,5,3520,Airbus A350,241,740.1,15709.53,4037.74,26597.65,4/24/2024,Europe
135410,Lufthansa,LU1213,CDG,DOH,Paris,Doha,9/5/2023 22:50,9/6/2023 3:26,0,0,9043,Airbus A320,109,503.66,23906.03,3598.42,35220.86,9/5/2023,Europe
135411,Delta Air Lines,DE6599,DEL,DXB,Delhi,Dubai,9/29/2023 8:53,9/29/2023 20:17,14,4,5876,Boeing 777,116,459.88,24767.08,7468.12,42178.2,9/29/2023,Asia
135412,Lufthansa,LU5907,JFK,ORD,New York,Chicago,11/11/2024 18:50,11/12/2024 3:52,13,0,3195,Airbus A350,224,900.82,8511.91,5388.13,27631.38,11/11/2024,North America
135413,Qatar Airways,QA5835,SIN,LAX,Singapore,Los Angeles,6/29/2024 5:52,6/29/2024 10:52,9,0,6418,Airbus A320,86,1028.77,24628.09,3395.14,37409.97,6/29/2024,Asia
135414,Lufthansa,LU2098,ATL,LAX,Atlanta,Los Angeles,7/22/2023 4:09,7/22/2023 11:50,0,0,5202,Airbus A320,245,954,17597.87,4905.62,31528.11,7/22/2023,North America
135415,Southwest Airlines,SO9851,LAX,LHR,Los Angeles,London,10/12/2024 10:49,10/12/2024 21:21,0,0,11397,Boeing 787,115,1042.64,47130.57,4567.16,59974.28,10/12/2024,North America
135416,American Airlines,AM7539,DOH,ORD,Doha,Chicago,8/3/2023 6:42,8/3/2023 19:08,15,28,4394,Airbus A350,167,144.95,15554.17,4750.8,24056.06,8/3/2023,Middle East
135417,American Airlines,AM1696,ORD,LAX,Chicago,Los Angeles,6/22/2023 8:19,6/22/2023 18:44,0,0,11141,Boeing 737,83,267.16,41385.53,6688.37,59447.69,6/22/2023,North America
135418,Qatar Airways,QA9562,CDG,LAX,Paris,Los Angeles,8/23/2024 23:00,8/24/2024 5:09,7,3,11046,Airbus A320,294,967.45,44326.09,4632.24,52298.35,8/23/2024,Europe
135419,Southwest Airlines,SO3331,ATL,ORD,Atlanta,Chicago,11/9/2023 15:42,11/10/2023 4:48,0,17,8401,Boeing 737,131,312.1,31161.11,7855.13,53971.1,11/9/2023,North America
135420,IndiGo,IN4138,ORD,JFK,Chicago,New York,8/21/2024 10:56,8/21/2024 17:44,4,0,5418,Boeing 777,166,1191.14,18047.55,3650.9,29809.06,8/21/2024,North America
135421,Qatar Airways,QA2259,LHR,SIN,London,Singapore,10/3/2023 22:37,10/4/2023 2:10,0,50,6750,Boeing 737,128,587.38,29535.88,7103.3,49205.8,10/3/2023,Europe
135422,IndiGo,IN7044,ATL,BLR,Atlanta,Bangalore,2/5/2023 9:39,2/5/2023 11:57,25,1,9346,Boeing 787,206,224.35,34878.56,3537.17,41432.36,2/5/2023,North America
135423,American Airlines,AM773,ATL,ORD,Atlanta,Chicago,6/9/2023 2:04,6/9/2023 16:03,0,0,8567,Boeing 737 MAX,169,902.01,35580.82,4778.93,52204.03,6/9/2023,North America
135424,Southwest Airlines,SO8217,SIN,SYD,Singapore,Sydney,8/14/2023 12:39,8/15/2023 0:00,11,2,2407,Airbus A320,129,436.26,7147.16,7486.74,21053.03,8/14/2023,Asia
135425,Qatar Airways,QA1555,ATL,LAX,Atlanta,Los Angeles,12/25/2023 20:00,12/26/2023 5:16,0,5,6076,Boeing 737,98,594.26,26792.21,5251.05,43130.9,12/25/2023,North America
135426,Lufthansa,LU1143,CDG,ATL,Paris,Atlanta,10/26/2023 1:00,10/26/2023 2:53,0,0,2217,Boeing 737 MAX,284,1047.26,5757.31,3226.66,18216.7,10/26/2023,Europe
135427,Southwest Airlines,SO4676,ORD,DXB,Chicago,Dubai,3/1/2023 17:24,3/1/2023 22:43,6,0,1097,Airbus A350,152,1043.29,4106.39,2348.7,20083.65,3/1/2023,North America
135428,Emirates,EM9736,JFK,ORD,New York,Chicago,6/26/2024 19:56,6/27/2024 4:11,0,0,11382,Boeing 777,259,908.78,38246.37,2187.5,53917.2,6/26/2024,North America
135429,Lufthansa,LU5130,DXB,BLR,Dubai,Bangalore,3/31/2024 22:22,4/1/2024 7:29,1,0,610,Boeing 787,173,849.08,2722.17,6841.63,18964.28,3/31/2024,Middle East
135430,Qatar Airways,QA454,DXB,BLR,Dubai,Bangalore,8/17/2023 18:54,8/18/2023 2:59,53,24,5750,Boeing 737 MAX,293,509.48,17318.75,6793.98,28739.18,8/17/2023,Middle East
135431,Emirates,EM1484,DXB,BLR,Dubai,Bangalore,9/13/2024 23:46,9/14/2024 2:27,24,0,10139,Boeing 737,253,600.7,25612.96,5132.62,43855.4,9/13/2024,Middle East
135432,Southwest Airlines,SO8091,CDG,SYD,Paris,Sydney,2/2/2024 1:10,2/2/2024 10:14,0,0,3718,Airbus A350,147,929.34,10852.9,4361.46,28875.51,2/2/2024,Europe
135433,Lufthansa,LU7798,ATL,DXB,Atlanta,Dubai,11/13/2023 12:07,11/14/2023 0:56,46,32,1345,Airbus A320,298,302.38,5062.14,6303.34,24215.37,11/13/2023,North America
135434,IndiGo,IN3190,BLR,LHR,Bangalore,London,10/19/2023 2:34,10/19/2023 5:43,23,5,8657,Boeing 737 MAX,241,607.3,25696.13,2318.03,32057.62,10/19/2023,Asia
135435,American Airlines,AM3209,SYD,SIN,Sydney,Singapore,7/21/2024 5:20,7/21/2024 6:45,2,17,1256,Airbus A321,277,885.23,4255.8,7448.2,19189.27,7/21/2024,Australia
135436,Qatar Airways,QA5986,ATL,CDG,Atlanta,Paris,4/30/2024 14:38,5/1/2024 2:28,41,19,6553,Boeing 737,119,1112.1,28201.24,7775.63,45958.39,4/30/2024,North America
135437,American Airlines,AM249,SYD,DXB,Sydney,Dubai,5/27/2024 14:37,5/27/2024 17:50,0,0,8979,Boeing 777,109,227.56,33473.16,6573.6,47112.97,5/27/2024,Australia
135438,American Airlines,AM7884,JFK,LAX,New York,Los Angeles,9/15/2024 13:55,9/15/2024 23:07,19,0,10748,Boeing 777,212,877.53,45686.12,5380.13,62499.52,9/15/2024,North America
135439,Southwest Airlines,SO7327,ATL,DXB,Atlanta,Dubai,5/21/2023 13:42,5/22/2023 1:20,0,35,7766,Airbus A321,80,785.13,34034.8,2975.73,40380.78,5/21/2023,North America
135440,Delta Air Lines,DE6890,DOH,CDG,Doha,Paris,3/1/2023 19:47,3/2/2023 3:43,3,0,1170,Airbus A320,90,631.78,4193.31,4351.4,22480.73,3/1/2023,Middle East
135441,American Airlines,AM6762,DOH,DXB,Doha,Dubai,2/16/2023 18:48,2/17/2023 3:38,67,27,3890,Airbus A320,138,254.03,12489.44,7866.17,29299.65,2/16/2023,Middle East
135442,American Airlines,AM2667,CDG,DEL,Paris,Delhi,6/29/2024 12:18,6/29/2024 15:59,8,7,1634,Boeing 777,96,1026.3,5595.65,3451.79,19035.33,6/29/2024,Europe
135443,Lufthansa,LU4791,SIN,DOH,Singapore,Doha,4/25/2023 0:26,4/25/2023 9:16,0,0,8270,Airbus A320,251,428.04,31623.65,5310.67,50660.91,4/25/2023,Asia
135444,United Airlines,UN5353,CDG,JFK,Paris,New York,9/5/2024 2:31,9/5/2024 9:43,0,9,9168,Airbus A320,202,369.29,24660.73,6116.53,40882.78,9/5/2024,Europe
135445,IndiGo,IN1552,LHR,JFK,London,New York,9/2/2024 1:45,9/2/2024 8:20,42,15,7822,Boeing 737,114,854.38,21409.59,5699.72,35112.06,9/2/2024,Europe
135446,IndiGo,IN9691,CDG,SYD,Paris,Sydney,11/6/2024 12:04,11/7/2024 2:50,50,0,1707,Boeing 777,150,187.62,5768.54,4997.58,21656.15,11/6/2024,Europe
135447,Southwest Airlines,SO1294,SYD,ATL,Sydney,Atlanta,6/22/2023 16:52,6/22/2023 18:42,0,30,1426,Airbus A321,275,265.23,4735.06,4367.74,17330.55,6/22/2023,Australia
135448,Qatar Airways,QA6959,BLR,DEL,Bangalore,Delhi,4/5/2024 23:30,4/6/2024 6:05,12,16,7492,Airbus A320,117,865.59,21978.89,6896.36,32578.51,4/5/2024,Asia
135449,United Airlines,UN5599,SIN,DXB,Singapore,Dubai,9/1/2023 5:23,9/1/2023 8:15,9,11,5902,Airbus A350,89,1045.49,19834.45,4142.99,32249.82,9/1/2023,Asia
135450,Southwest Airlines,SO2037,JFK,ORD,New York,Chicago,10/22/2024 11:32,10/22/2024 15:19,23,12,3981,Airbus A320,166,903.66,10900.97,7634.07,24668.62,10/22/2024,North America
135451,Lufthansa,LU1256,DOH,DXB,Doha,Dubai,7/21/2023 3:54,7/21/2023 18:23,0,49,764,Boeing 787,163,1149.25,2194.61,2818.51,11996.74,7/21/2023,Middle East
135452,Delta Air Lines,DE6276,LAX,BLR,Los Angeles,Bangalore,2/21/2023 13:57,2/21/2023 15:53,11,4,5162,Airbus A320,95,432.13,20216.49,5559.17,35367.41,2/21/2023,North America
135453,Lufthansa,LU2196,CDG,BLR,Paris,Bangalore,8/15/2023 1:24,8/15/2023 14:06,3,14,2692,Airbus A321,225,140.25,8018.04,7539.67,23858.18,8/15/2023,Europe
135454,Southwest Airlines,SO569,ATL,LAX,Atlanta,Los Angeles,5/13/2023 12:11,5/13/2023 15:56,5,0,11867,Boeing 737 MAX,169,509.43,49810.61,6112.29,64951.91,5/13/2023,North America
135455,IndiGo,IN1279,ATL,SYD,Atlanta,Sydney,7/30/2024 13:27,7/30/2024 15:30,4,0,562,Boeing 737 MAX,125,169,1672.75,4765.96,15727.89,7/30/2024,North America
135456,Emirates,EM3765,LAX,ORD,Los Angeles,Chicago,11/16/2023 8:31,11/16/2023 21:33,15,7,464,Boeing 737 MAX,289,848.02,1185,5701.4,17010.98,11/16/2023,North America
135457,United Airlines,UN6528,LAX,ATL,Los Angeles,Atlanta,1/6/2024 3:12,1/6/2024 17:09,0,24,8833,Boeing 787,221,173.86,25411.34,7801.53,44390.41,1/6/2024,North America
135458,IndiGo,IN808,JFK,LHR,New York,London,1/31/2023 0:49,1/31/2023 4:52,8,1,11525,Airbus A320,118,923.36,39656.3,5152.46,49370.61,1/31/2023,North America
135459,IndiGo,IN9975,DXB,CDG,Dubai,Paris,8/25/2023 9:29,8/25/2023 22:55,2,1,7977,Airbus A320,108,995.75,21722,7885.94,41676.02,8/25/2023,Middle East
135460,Delta Air Lines,DE160,LHR,DEL,London,Delhi,6/1/2023 20:08,6/2/2023 0:52,20,0,10645,Airbus A350,193,1052.21,42156.85,6829.94,58905.27,6/1/2023,Europe
135461,Southwest Airlines,SO2359,ORD,SYD,Chicago,Sydney,6/21/2024 11:36,6/21/2024 16:43,11,0,2880,Boeing 737,235,883.37,7886.51,6836.24,21366.36,6/21/2024,North America
135462,United Airlines,UN1346,SIN,LAX,Singapore,Los Angeles,9/29/2023 8:30,9/29/2023 21:52,0,16,10057,Boeing 737,142,722.77,40650.79,6565.47,50343.75,9/29/2023,Asia
135463,IndiGo,IN1503,DEL,SYD,Delhi,Sydney,9/20/2024 20:49,9/20/2024 22:47,0,17,2722,Boeing 737,183,838.45,7695.22,6031.43,18552.06,9/20/2024,Asia
135464,Emirates,EM3812,SIN,DXB,Singapore,Dubai,1/5/2023 3:40,1/5/2023 13:26,16,31,5440,Boeing 737 MAX,137,149.6,15550.5,3335.9,24439.25,1/5/2023,Asia
135465,American Airlines,AM4928,BLR,SYD,Bangalore,Sydney,6/13/2023 15:29,6/13/2023 18:28,0,26,9695,Boeing 787,237,485.43,27891.42,2538.5,39812.24,6/13/2023,Asia
135466,Lufthansa,LU926,ATL,LAX,Atlanta,Los Angeles,9/15/2024 22:47,9/16/2024 11:40,3,0,9774,Boeing 737 MAX,98,997.42,40003.61,6300.9,59377.04,9/15/2024,North America
135467,Delta Air Lines,DE1704,ATL,DXB,Atlanta,Dubai,7/30/2024 10:54,7/30/2024 14:07,0,17,11247,Boeing 737,208,205.71,46044.25,2925.04,63214.71,7/30/2024,North America
135468,Emirates,EM1801,CDG,DOH,Paris,Doha,4/6/2024 7:13,4/6/2024 19:35,8,32,4743,Boeing 737,173,896.54,20031.83,6499.59,40141.41,4/6/2024,Europe
135469,United Airlines,UN1113,ORD,JFK,Chicago,New York,1/27/2024 23:51,1/28/2024 5:53,3,7,2287,Boeing 777,151,764.48,10132.95,4292.55,20520.44,1/27/2024,North America
135470,United Airlines,UN3659,ATL,ORD,Atlanta,Chicago,10/3/2023 14:21,10/3/2023 16:04,6,0,11909,Boeing 737,154,588.75,37670.44,5771.24,51636.35,10/3/2023,North America
135471,Emirates,EM3105,DXB,SYD,Dubai,Sydney,2/1/2024 11:29,2/1/2024 23:02,9,4,8559,Boeing 777,230,569.8,28544.41,2679.31,41216.34,2/1/2024,Middle East
135472,Delta Air Lines,DE9724,CDG,DOH,Paris,Doha,5/26/2024 19:50,5/27/2024 9:33,11,9,1268,Boeing 787,226,90.13,3392.56,4207.3,12798.25,5/26/2024,Europe
135473,Qatar Airways,QA7206,ORD,SIN,Chicago,Singapore,6/29/2024 8:58,6/29/2024 16:39,10,9,10050,Boeing 777,118,139.96,38479.83,4145.84,49677.76,6/29/2024,North America
135474,Lufthansa,LU8875,CDG,DEL,Paris,Delhi,5/27/2024 15:10,5/28/2024 5:23,31,0,2718,Airbus A321,127,1134.19,8787.32,5607.34,20205.76,5/27/2024,Europe
135475,United Airlines,UN6866,SYD,ATL,Sydney,Atlanta,1/20/2023 1:49,1/20/2023 8:05,0,33,2159,Boeing 787,248,973.65,9169.63,6516.94,28198.17,1/20/2023,Australia
135476,American Airlines,AM9620,ATL,BLR,Atlanta,Bangalore,2/4/2023 19:54,2/5/2023 1:25,35,12,10282,Boeing 737 MAX,147,182.68,37094.3,5541.11,52940.98,2/4/2023,North America
135477,Emirates,EM1144,DXB,LAX,Dubai,Los Angeles,12/5/2023 2:29,12/5/2023 3:55,50,16,6910,Boeing 787,165,793.26,23058.82,7438.58,44811.18,12/5/2023,Middle East
135478,Delta Air Lines,DE2467,ATL,SYD,Atlanta,Sydney,6/19/2024 11:53,6/20/2024 2:34,47,34,4889,Boeing 787,129,1185.75,19274.79,2900.48,28747.49,6/19/2024,North America
135479,Lufthansa,LU6373,CDG,LAX,Paris,Los Angeles,2/9/2023 21:36,2/10/2023 1:16,42,0,5052,Boeing 737 MAX,130,1124,20109.11,2171.09,31465.61,2/9/2023,Europe
135480,Lufthansa,LU9374,DOH,JFK,Doha,New York,9/1/2023 20:19,9/1/2023 22:43,23,6,7330,Boeing 777,265,90.52,30012.38,7946.85,51429.77,9/1/2023,Middle East
135481,Emirates,EM7234,ATL,LHR,Atlanta,London,6/25/2024 15:39,6/26/2024 0:26,0,32,10839,Airbus A320,270,820.2,39525.43,3940.23,49037.31,6/25/2024,North America
135482,Lufthansa,LU3470,DXB,ORD,Dubai,Chicago,4/28/2024 8:48,4/28/2024 21:33,33,5,907,Boeing 737 MAX,111,972.27,2732.82,3052.04,20703.41,4/28/2024,Middle East
135483,IndiGo,IN9654,SYD,SIN,Sydney,Singapore,7/8/2024 1:50,7/8/2024 15:54,0,9,9028,Boeing 777,221,1132.37,27902.8,6209.3,37194.97,7/8/2024,Australia
135484,American Airlines,AM362,LAX,JFK,Los Angeles,New York,1/20/2023 2:55,1/20/2023 11:10,0,0,2763,Boeing 787,145,970.79,7048.89,5410.98,15580.52,1/20/2023,North America
135485,Qatar Airways,QA5610,DXB,CDG,Dubai,Paris,9/19/2023 14:15,9/19/2023 19:40,4,19,9023,Airbus A350,234,815.92,25067.89,7002.55,42551.03,9/19/2023,Middle East
135486,Southwest Airlines,SO7241,JFK,BLR,New York,Bangalore,5/17/2024 5:27,5/17/2024 11:28,6,0,1456,Airbus A321,200,796.24,6166.32,2809.19,13694.5,5/17/2024,North America
135487,Qatar Airways,QA2445,LHR,ATL,London,Atlanta,4/16/2023 2:53,4/16/2023 17:36,0,51,5768,Airbus A320,228,1043.39,23528.74,7954.05,38331.79,4/16/2023,Europe
135488,American Airlines,AM9547,LHR,SYD,London,Sydney,3/26/2024 8:48,3/26/2024 23:17,0,0,7578,Airbus A321,86,523.98,27717.13,4705.98,41306.37,3/26/2024,Europe
135489,Southwest Airlines,SO7081,ATL,DEL,Atlanta,Delhi,11/19/2023 6:05,11/19/2023 19:49,0,17,10514,Boeing 737 MAX,169,778.81,32666.43,5934.75,44457.62,11/19/2023,North America
135490,United Airlines,UN1906,SIN,ATL,Singapore,Atlanta,10/24/2023 23:50,10/25/2023 13:24,12,0,5678,Airbus A320,173,391.3,22282.31,6095.53,39433.82,10/24/2023,Asia
135491,Emirates,EM5477,BLR,ORD,Bangalore,Chicago,9/23/2024 22:20,9/24/2024 8:26,13,27,2887,Airbus A350,270,149.96,11284.38,3846.93,29480.14,9/23/2024,Asia
135492,Emirates,EM4534,DOH,JFK,Doha,New York,11/4/2023 11:03,11/4/2023 13:45,14,10,4832,Boeing 737 MAX,117,524.9,13887.59,4531.04,33379.25,11/4/2023,Middle East
135493,IndiGo,IN3497,BLR,ORD,Bangalore,Chicago,4/5/2024 22:04,4/6/2024 12:52,13,0,3975,Boeing 737 MAX,103,1191.48,14820.14,7000.98,35623.24,4/5/2024,Asia
135494,United Airlines,UN3912,DEL,SYD,Delhi,Sydney,2/18/2024 12:58,2/18/2024 15:42,18,26,5814,Boeing 787,288,989.47,23420.47,2208.54,29679.39,2/18/2024,Asia
135495,Lufthansa,LU7496,CDG,LAX,Paris,Los Angeles,3/22/2023 20:10,3/22/2023 21:15,37,15,1351,Airbus A320,194,503,4792.86,3436.67,16914.7,3/22/2023,Europe
135496,Delta Air Lines,DE6320,DOH,LHR,Doha,London,10/31/2024 8:43,10/31/2024 12:45,10,41,11846,Airbus A320,289,620.25,40516.04,3151.46,53473.43,10/31/2024,Middle East
135497,Qatar Airways,QA1737,SIN,SYD,Singapore,Sydney,10/30/2023 12:43,10/30/2023 22:53,12,0,7351,Airbus A350,259,170.73,24124.23,6922.59,43075.86,10/30/2023,Asia
135498,United Airlines,UN2731,ORD,ATL,Chicago,Atlanta,10/21/2024 17:07,10/22/2024 1:31,0,0,4760,Boeing 777,98,1173.39,16776.36,5505.93,27022.91,10/21/2024,North America
135499,Lufthansa,LU2469,JFK,LAX,New York,Los Angeles,10/23/2024 3:36,10/23/2024 7:13,0,42,10669,Airbus A321,175,516.76,45345.89,2324.95,62128.28,10/23/2024,North America
135500,United Airlines,UN4854,ORD,BLR,Chicago,Bangalore,4/11/2024 13:06,4/12/2024 1:37,0,35,10446,Boeing 787,203,105.61,33535.57,7025.3,54608.36,4/11/2024,North America
135501,Qatar Airways,QA5198,LHR,BLR,London,Bangalore,2/4/2024 3:03,2/4/2024 17:18,5,26,6000,Airbus A350,251,1001.68,26566.43,2587.91,35456.39,2/4/2024,Europe
135502,United Airlines,UN7579,DEL,CDG,Delhi,Paris,10/18/2023 1:57,10/18/2023 14:29,0,7,2179,Airbus A350,214,777.9,7933.07,4351.68,25661.11,10/18/2023,Asia
135503,American Airlines,AM5752,DEL,LAX,Delhi,Los Angeles,10/7/2024 23:15,10/8/2024 7:04,0,8,3964,Boeing 737 MAX,151,647.68,10542.48,6804.11,26475.6,10/7/2024,Asia
135504,Emirates,EM2748,ATL,CDG,Atlanta,Paris,6/24/2023 17:07,6/25/2023 3:59,25,25,1564,Boeing 737 MAX,227,657.04,4131.57,3186.5,10500.74,6/24/2023,North America
135505,Emirates,EM9344,SIN,JFK,Singapore,New York,2/5/2024 14:12,2/5/2024 17:10,9,1,3566,Airbus A350,219,617.49,14633.95,2765.19,24741.78,2/5/2024,Asia
135506,American Airlines,AM7108,CDG,ORD,Paris,Chicago,11/24/2024 16:27,11/25/2024 6:56,11,0,1414,Airbus A321,160,537.69,6118.8,4451.55,15590.11,11/24/2024,Europe
135507,IndiGo,IN6689,ORD,LAX,Chicago,Los Angeles,7/15/2023 8:26,7/15/2023 12:20,0,0,4283,Airbus A350,183,479.22,12966.91,7729.7,29109.8,7/15/2023,North America
135508,Emirates,EM6421,SIN,DOH,Singapore,Doha,3/1/2024 2:44,3/1/2024 6:12,14,33,4185,Boeing 737,178,325.21,17114.82,2850.45,24544.91,3/1/2024,Asia
135509,Lufthansa,LU6456,CDG,JFK,Paris,New York,6/24/2023 16:12,6/24/2023 18:31,35,2,2998,Boeing 737,264,956.49,12793.19,7940.13,27053.21,6/24/2023,Europe
135510,Qatar Airways,QA9011,DOH,DEL,Doha,Delhi,5/6/2024 15:07,5/7/2024 5:01,0,0,2594,Airbus A320,101,1151.98,10151.4,7692.73,24543.32,5/6/2024,Middle East
135511,Delta Air Lines,DE7030,DXB,ORD,Dubai,Chicago,3/16/2024 16:45,3/16/2024 18:52,0,21,10852,Boeing 737,85,258.86,37483.47,7294.78,51604.93,3/16/2024,Middle East
135512,United Airlines,UN746,SYD,LAX,Sydney,Los Angeles,1/31/2024 10:43,1/31/2024 21:26,0,0,8879,Airbus A350,189,320.14,26193.07,7193.5,43287.84,1/31/2024,Australia
